OBJECTID,scientific,family,date,OBJECTID_1,gno,Shape_Length,Shape_Area,geometry
2067,Mareca penelope,Anatidae,2024-1-14,455068,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2068,Platalea minor,Threskiornithidae,2024-1-14,455069,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2069,Tachybaptus ruficollis,Podicipedidae,2024-1-14,455070,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2070,Platalea minor,Threskiornithidae,2024-1-14,455071,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2071,Spatula clypeata,Anatidae,2024-1-14,455072,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2072,Ceryle rudis,Alcedinidae,2024-2-7,455073,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2073,Urosphena squameiceps,Cettiidae,2024-2-8,455074,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
2074,Pycnonotus jocosus,Pycnonotidae,2024-2-8,455075,1102,0.03749085802512503,8.773061627631881e-05,"[[[114.310285368, 22.454405386, 0], [114.310276727, 22.445374961, 0], [114.31999141, 22.445366638, 0], [114.32000068, 22.45439706, 0], [114.310285368, 22.454405386, 0]]]"
2075,Himantopus himantopus,Recurvirostridae,2024-1-9,455076,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2076,Spatula clypeata,Anatidae,2024-1-9,455077,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2077,Mareca penelope,Anatidae,2024-1-9,455078,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2078,Platalea minor,Threskiornithidae,2024-1-9,455079,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2079,Haliaeetus leucogaster,Accipitridae,2024-2-29,455080,2432,0.03746744874497701,8.76250464974683e-05,"[[[114.310121938, 22.282825588, 0], [114.31011338, 22.273794972, 0], [114.319816171, 22.273786719, 0], [114.319825352, 22.282817331, 0], [114.310121938, 22.282825588, 0]]]"
2080,Haliaeetus leucogaster,Accipitridae,2024-2-29,455081,1659,0.03748101191217129,8.76862192884203e-05,"[[[114.281085473, 22.382183096, 0], [114.281078747, 22.373152581, 0], [114.290788421, 22.373146036, 0], [114.290795774, 22.382176548, 0], [114.281085473, 22.382183096, 0]]]"
2081,Haliaeetus leucogaster,Accipitridae,2024-2-20,455082,2909,0.03745898212875407,8.758687911402655e-05,"[[[114.183974062, 22.219665459, 0], [114.183973604, 22.210634749, 0], [114.193672075, 22.210634034, 0], [114.193673153, 22.219664744, 0], [114.183974062, 22.219665459, 0]]]"
2082,Haliaeetus leucogaster,Accipitridae,2024-2-20,455083,2821,0.03746006169958921,8.7591725297449e-05,"[[[114.009379965, 22.228610135, 0], [114.009390686, 22.219579474, 0], [114.019089733, 22.219589165, 0], [114.019079632, 22.22861983, 0], [114.009379965, 22.228610135, 0]]]"
2083,Haliaeetus leucogaster,Accipitridae,2024-2-20,455084,2545,0.03746501563150854,8.76140762564594e-05,"[[[114.048145673, 22.264768053, 0], [114.048153927, 22.255737416, 0], [114.057855479, 22.255744808, 0], [114.057847847, 22.264775448, 0], [114.048145673, 22.264768053, 0]]]"
2084,Pycnonotus jocosus,Pycnonotidae,2024-2-9,455085,2414,0.03746754110994892,8.762547733686752e-05,"[[[114.135460044, 22.282875036, 0], [114.1354627, 22.273844399, 0], [114.145165521, 22.27384658, 0], [114.145163488, 22.282877218, 0], [114.135460044, 22.282875036, 0]]]"
2085,Haliaeetus leucogaster,Accipitridae,2024-2-29,455086,2646,0.03746370975554338,8.760817390465849e-05,"[[[114.348902433, 22.255697252, 0], [114.3488914, 22.246666623, 0], [114.358592304, 22.246656065, 0], [114.358603959, 22.25568669, 0], [114.348902433, 22.255697252, 0]]]"
2086,Haliaeetus leucogaster,Accipitridae,2024-2-29,455087,2086,0.03747352294980706,8.765242989095121e-05,"[[[114.348990901, 22.327941931, 0], [114.348979822, 22.318911381, 0], [114.358685711, 22.318900786, 0], [114.358697414, 22.327931331, 0], [114.348990901, 22.327941931, 0]]]"
2087,Haliaeetus leucogaster,Accipitridae,2024-2-29,455088,1459,0.037484550480770956,8.770215134998777e-05,"[[[114.378227287, 22.409182749, 0], [114.378214276, 22.400152305, 0], [114.387925778, 22.400139917, 0], [114.387939417, 22.409170356, 0], [114.378227287, 22.409182749, 0]]]"
2088,Haliaeetus leucogaster,Accipitridae,2024-2-29,455089,687,0.03749821341331044,8.77637728608951e-05,"[[[114.358932722, 22.508540121, 0], [114.3589209, 22.499509777, 0], [114.368639335, 22.499498501, 0], [114.368651788, 22.50852884, 0], [114.358932722, 22.508540121, 0]]]"
2089,Pycnonotus jocosus,Pycnonotidae,2024-2-8,455090,1103,0.03749084535351326,8.773055699110111e-05,"[[[114.32000068, 22.45439706, 0], [114.31999141, 22.445366638, 0], [114.329706089, 22.445357731, 0], [114.329715988, 22.454388149, 0], [114.32000068, 22.45439706, 0]]]"
2090,Haliaeetus leucogaster,Accipitridae,2024-3-1,455091,1687,0.037479361166648725,8.767870850801166e-05,"[[[113.873273323, 22.372901459, 0], [113.8732929, 22.363871047, 0], [113.883001814, 22.36388896, 0], [113.882982864, 22.37291938, 0], [113.873273323, 22.372901459, 0]]]"
2091,Mareca penelope,Anatidae,2024-2-7,455092,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2092,Chalcophaps indica,Columbidae,2024-1-26,455093,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2093,Pycnonotus jocosus,Pycnonotidae,2024-1-26,455094,1289,0.03748720606363609,8.771415656350876e-05,"[[[114.086850109, 22.427344117, 0], [114.086855928, 22.418313649, 0], [114.096568745, 22.418318766, 0], [114.096563554, 22.427349236, 0], [114.086850109, 22.427344117, 0]]]"
2094,Pycnonotus jocosus,Pycnonotidae,2024-1-26,455095,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2095,Ceryle rudis,Alcedinidae,2024-1-8,455096,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2096,Eophona migratoria,Fringillidae,2024-1-8,455097,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2097,Eumyias thalassinus,Muscicapidae,2024-1-26,455098,1359,0.03748597205783911,8.77085918977753e-05,"[[[114.086855928, 22.418313649, 0], [114.086861744, 22.409283171, 0], [114.096573934, 22.409288285, 0], [114.096568745, 22.418318766, 0], [114.086855928, 22.418313649, 0]]]"
2098,Pycnonotus jocosus,Pycnonotidae,2024-1-26,455099,1359,0.03748597205783911,8.77085918977753e-05,"[[[114.086855928, 22.418313649, 0], [114.086861744, 22.409283171, 0], [114.096573934, 22.409288285, 0], [114.096568745, 22.418318766, 0], [114.086855928, 22.418313649, 0]]]"
2099,Pycnonotus jocosus,Pycnonotidae,2024-1-24,455100,1504,0.0374835321246262,8.76975933873613e-05,"[[[114.135425389, 22.400272411, 0], [114.135428064, 22.391241904, 0], [114.145139008, 22.391244099, 0], [114.145136961, 22.400274607, 0], [114.135425389, 22.400272411, 0]]]"
2100,Pycnonotus jocosus,Pycnonotidae,2024-1-24,455101,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
2101,Hypothymis azurea,Monarchidae,2024-1-1,455102,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2102,Copsychus saularis,Muscicapidae,2024-1-26,455103,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2103,Acridotheres cristatellus,Sturnidae,2024-1-26,455104,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2104,Spilopelia chinensis,Columbidae,2024-1-26,455105,1290,0.037487214761216095,8.771419701841971e-05,"[[[114.096563554, 22.427349236, 0], [114.096568745, 22.418318766, 0], [114.106281565, 22.418323299, 0], [114.106277002, 22.427353771, 0], [114.096563554, 22.427349236, 0]]]"
2105,Cyanoderma ruficeps,Timaliidae,2024-1-24,455106,1504,0.0374835321246262,8.76975933873613e-05,"[[[114.135425389, 22.400272411, 0], [114.135428064, 22.391241904, 0], [114.145139008, 22.391244099, 0], [114.145136961, 22.400274607, 0], [114.135425389, 22.400272411, 0]]]"
2106,Platalea leucorodia,Threskiornithidae,2024-1-10,455107,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2107,Mareca falcata,Anatidae,2024-1-30,455108,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2108,Mareca falcata,Anatidae,2024-1-30,455109,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2109,Phalacrocorax carbo,Phalacrocoracidae,2024-1-30,455110,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2110,Phalacrocorax carbo,Phalacrocoracidae,2024-1-30,455111,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2111,Phalacrocorax carbo,Phalacrocoracidae,2024-1-30,455112,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2112,Phalacrocorax carbo,Phalacrocoracidae,2024-1-30,455113,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2113,Tringa erythropus,Scolopacidae,2024-1-30,455114,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2114,Prinia inornata,Cisticolidae,2024-1-26,455115,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2115,Tringa totanus,Scolopacidae,2024-1-30,455116,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2116,Mareca falcata,Anatidae,2024-1-29,455117,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2117,Mareca falcata,Anatidae,2024-1-29,455118,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2118,Mareca falcata,Anatidae,2024-1-20,455119,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2119,Mareca falcata,Anatidae,2024-1-20,455120,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2120,Tringa erythropus,Scolopacidae,2024-1-13,455121,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2121,Phalacrocorax carbo,Phalacrocoracidae,2024-3-4,455122,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2122,Tringa totanus,Scolopacidae,2024-3-4,455123,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2123,Phalacrocorax carbo,Phalacrocoracidae,2024-3-4,455124,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2124,Copsychus saularis,Muscicapidae,2024-3-5,455125,1239,0.03748842196912442,8.771963661730693e-05,"[[[114.281125903, 22.436365976, 0], [114.281119156, 22.427335521, 0], [114.290832594, 22.427328958, 0], [114.29083997, 22.43635941, 0], [114.281125903, 22.436365976, 0]]]"
2125,Phalacrocorax carbo,Phalacrocoracidae,2024-3-5,455126,1239,0.03748842196912442,8.771963661730693e-05,"[[[114.281125903, 22.436365976, 0], [114.281119156, 22.427335521, 0], [114.290832594, 22.427328958, 0], [114.29083997, 22.43635941, 0], [114.281125903, 22.436365976, 0]]]"
2126,Spilopelia chinensis,Columbidae,2024-3-5,455127,1239,0.03748842196912442,8.771963661730693e-05,"[[[114.281125903, 22.436365976, 0], [114.281119156, 22.427335521, 0], [114.290832594, 22.427328958, 0], [114.29083997, 22.43635941, 0], [114.281125903, 22.436365976, 0]]]"
2127,Copsychus saularis,Muscicapidae,2024-3-5,455128,1309,0.037487184958231945,8.771405805757538e-05,"[[[114.281119156, 22.427335521, 0], [114.281112413, 22.418305056, 0], [114.290825223, 22.418298496, 0], [114.290832594, 22.427328958, 0], [114.281119156, 22.427335521, 0]]]"
2128,Cyanoderma ruficeps,Timaliidae,2024-3-5,455129,1309,0.037487184958231945,8.771405805757538e-05,"[[[114.281119156, 22.427335521, 0], [114.281112413, 22.418305056, 0], [114.290825223, 22.418298496, 0], [114.290832594, 22.427328958, 0], [114.281119156, 22.427335521, 0]]]"
2129,Mareca falcata,Anatidae,2024-2-14,455130,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2130,Phalacrocorax carbo,Phalacrocoracidae,2024-2-14,455131,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
2131,Acridotheres cristatellus,Sturnidae,2024-3-5,455132,1309,0.037487184958231945,8.771405805757538e-05,"[[[114.281119156, 22.427335521, 0], [114.281112413, 22.418305056, 0], [114.290825223, 22.418298496, 0], [114.290832594, 22.427328958, 0], [114.281119156, 22.427335521, 0]]]"
2132,Phalacrocorax carbo,Phalacrocoracidae,2024-3-4,455133,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2133,Spilopelia chinensis,Columbidae,2024-3-5,455134,1309,0.037487184958231945,8.771405805757538e-05,"[[[114.281119156, 22.427335521, 0], [114.281112413, 22.418305056, 0], [114.290825223, 22.418298496, 0], [114.290832594, 22.427328958, 0], [114.281119156, 22.427335521, 0]]]"
2134,Spilopelia chinensis,Columbidae,2024-1-9,455135,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
2135,Copsychus saularis,Muscicapidae,2024-1-9,455136,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
